CHARTER,REG,ASSET,DEP,TYPE
SL,SOUTHERN,27674,26846,FAILURE
SL,SOUTHERN,154818,122038,FAILURE
SL,NORTHEASTERN,344684,347042,FAILURE
SL,NORTHEASTERN,92695,83408,FAILURE
SB,NORTHEASTERN,735467,588534,FAILURE
N,SOUTHERN,32126,33768,FAILURE
NM,SOUTHERN,33116,34942,FAILURE
NM,SOUTHERN,13983,13876,FAILURE
SB,SOUTHERN,35355,30879,FAILURE
N,SOUTHERN,12791,13076,FAILURE
NM,SOUTHERN,23452,23216,FAILURE
N,SOUTHERN,27485,27733,FAILURE
NM,SOUTHERN,15876,15963,FAILURE
N,SOUTHERN,34013,35168,FAILURE
N,MIDWESTERN,12433,12335,FAILURE
N,SOUTHERN,14206,14628,ASSISTANCE
SL,SOUTHERN,41726,38043,FAILURE
SL,SOUTHERN,433067,370359,FAILURE
NM,SOUTHERN,54654,53617,FAILURE
SB,NORTHEASTERN,1780403,1468703,FAILURE
SB,WESTERN,123625,108866,FAILURE
SL,SOUTHERN,89379,89555,FAILURE
SL,SOUTHERN,54747,51102,FAILURE
SM,SOUTHERN,9248,9612,FAILURE
N,SOUTHERN,20886,21192,FAILURE
N,SOUTHERN,51326,53206,FAILURE
N,SOUTHERN,15067,15790,FAILURE
N,SOUTHERN,17389,17482,FAILURE
NM,SOUTHERN,79609,82719,FAILURE
N,SOUTHERN,62249,64398,FAILURE
SL,SOUTHERN,184143,161964,FAILURE
SL,SOUTHERN,26929,23243,FAILURE
SL,SOUTHERN,315404,327353,FAILURE
SL,WESTERN,11625,11705,FAILURE
SB,NORTHEASTERN,21927,17578,FAILURE
SL,MIDWESTERN,23179,23414,FAILURE
N,SOUTHERN,35577,39313,FAILURE
NM,SOUTHERN,33095,32512,FAILURE
N,WESTERN,85818,94612,FAILURE
SB,SOUTHERN,80206,77541,FAILURE
SL,MIDWESTERN,11851,11763,FAILURE
NM,WESTERN,118841,113212,FAILURE
N,OTHER,1650969,1268268,FAILURE
N,SOUTHERN,117002,116535,FAILURE
SL,SOUTHERN,20745,20836,FAILURE
SL,SOUTHERN,40020,36049,FAILURE
SL,MIDWESTERN,46450,39362,FAILURE
N,SOUTHERN,250030,254242,FAILURE
NM,SOUTHERN,351544,319815,FAILURE
SL,SOUTHERN,415606,352744,FAILURE
SB,MIDWESTERN,540440,445078,FAILURE
SB,SOUTHERN,119184,97890,FAILURE
SL,SOUTHERN,695604,618411,FAILURE
SB,SOUTHERN,53900,49904,FAILURE
SI,NORTHEASTERN,12416,12068,FAILURE
N,SOUTHERN,10915,11094,FAILURE
SM,SOUTHERN,14364,14707,FAILURE
NM,SOUTHERN,135476,136013,FAILURE
NM,SOUTHERN,12982,13046,FAILURE
SB,SOUTHERN,130831,68851,FAILURE
SL,SOUTHERN,18949,18880,FAILURE
SB,NORTHEASTERN,226096,165855,FAILURE
SL,SOUTHERN,44046,44346,FAILURE
SB,SOUTHERN,50232,46512,FAILURE
SL,MIDWESTERN,57798,55837,FAILURE
SL,SOUTHERN,96995,95941,FAILURE
SL,SOUTHERN,392790,322633,FAILURE
SI,NORTHEASTERN,329994,319311,FAILURE
N,SOUTHERN,29081,29473,FAILURE
NM,SOUTHERN,10020,10072,FAILURE
SI,NORTHEASTERN,328062,297787,FAILURE
SL,NORTHEASTERN,48819,50638,FAILURE
N,NORTHEASTERN,158197,145767,FAILURE
SL,WESTERN,12775,9890,FAILURE
SL,NORTHEASTERN,102977,83347,FAILURE
SL,SOUTHERN,108825,102713,FAILURE
SB,SOUTHERN,116519,91386,FAILURE
SL,MIDWESTERN,9466,9113,FAILURE
SL,SOUTHERN,321705,273507,FAILURE
N,NORTHEASTERN,92628,91622,FAILURE
SI,NORTHEASTERN,479461,468006,FAILURE
N,SOUTHERN,14841,14775,FAILURE
N,SOUTHERN,7131,7758,FAILURE
N,SOUTHERN,26870,26784,FAILURE
N,SOUTHERN,33621,33592,FAILURE
N,SOUTHERN,12969,12958,FAILURE
SB,SOUTHERN,142792,93946,FAILURE
SB,MIDWESTERN,785535,663333,FAILURE
SM,SOUTHERN,12774,12760,FAILURE
N,SOUTHERN,39656,39179,FAILURE
N,SOUTHERN,9649,10848,FAILURE
SM,SOUTHERN,11049,11173,FAILURE
NM,WESTERN,23999,22382,FAILURE
SL,WESTERN,313895,280368,FAILURE
SB,SOUTHERN,156335,134186,FAILURE
SB,SOUTHERN,65753,52651,FAILURE
SL,NORTHEASTERN,277721,277303,FAILURE
SM,SOUTHERN,10691,10719,FAILURE
N,SOUTHERN,58945,66130,FAILURE
N,SOUTHERN,81144,85452,FAILURE
NM,SOUTHERN,23282,24293,FAILURE
N,SOUTHERN,43160,39583,FAILURE
N,WESTERN,58350,65127,FAILURE
SL,SOUTHERN,103645,93539,FAILURE
SB,NORTHEASTERN,235780,243512,FAILURE
SB,MIDWESTERN,64666,58653,FAILURE
NM,WESTERN,62435,60994,FAILURE
N,SOUTHERN,12139,12217,FAILURE
N,SOUTHERN,131825,131684,FAILURE
N,SOUTHERN,11718,11705,FAILURE
NM,SOUTHERN,35194,35824,FAILURE
SL,SOUTHERN,42727,36325,FAILURE
SL,SOUTHERN,282574,244856,FAILURE
SL,WESTERN,57943,53942,FAILURE
SL,SOUTHERN,104774,93295,FAILURE
SB,SOUTHERN,720116,618270,FAILURE
N,SOUTHERN,26011,30750,FAILURE
N,SOUTHERN,33805,41824,FAILURE
N,SOUTHERN,186247,284619,FAILURE
N,SOUTHERN,35133,36165,FAILURE
N,SOUTHERN,53811,57099,FAILURE
N,SOUTHERN,138742,135221,FAILURE
N,SOUTHERN,63757,68258,FAILURE
N,SOUTHERN,938232,877566,FAILURE
N,SOUTHERN,118358,126492,FAILURE
N,NORTHEASTERN,461659,436259,FAILURE
N,WESTERN,9203,8860,FAILURE
N,WESTERN,24752,23915,FAILURE
N,SOUTHERN,107169,107969,FAILURE
SL,SOUTHERN,1613793,1375875,FAILURE
SL,MIDWESTERN,22853,20859,FAILURE
SL,SOUTHERN,127005,113909,FAILURE
SB,OTHER,1639132,1255567,FAILURE
SL,SOUTHERN,232334,209021,FAILURE
SB,SOUTHERN,450689,444172,FAILURE
N,SOUTHERN,16389,17059,FAILURE
N,SOUTHERN,75928,73263,FAILURE
NM,SOUTHERN,19438,19590,FAILURE
SM,MIDWESTERN,42268,46328,FAILURE
SL,SOUTHERN,5325053,3767794,FAILURE
SL,SOUTHERN,63198,53681,FAILURE
SL,SOUTHERN,54070,55946,FAILURE
SL,SOUTHERN,174251,146206,FAILURE
SL,SOUTHERN,55046,54058,FAILURE
SI,NORTHEASTERN,392219,390997,FAILURE
N,SOUTHERN,74001,79791,FAILURE
N,SOUTHERN,71615,70280,FAILURE
SL,NORTHEASTERN,245785,244812,FAILURE
SB,WESTERN,28089,31038,FAILURE
SL,SOUTHERN,20360,20901,FAILURE
SL,SOUTHERN,137288,124286,FAILURE
SB,MIDWESTERN,161452,133233,FAILURE
N,SOUTHERN,24070,26512,FAILURE
N,WESTERN,15317,14568,FAILURE
N,SOUTHERN,44494,45691,FAILURE
N,SOUTHERN,28574,28669,FAILURE
N,WESTERN,15234,14917,FAILURE
SL,SOUTHERN,172343,148703,FAILURE
SL,WESTERN,51805,46145,FAILURE
SB,WESTERN,26863,34154,FAILURE
SL,NORTHEASTERN,103314,105011,FAILURE
SL,WESTERN,980569,794367,FAILURE
SB,MIDWESTERN,25410,21072,FAILURE
NM,SOUTHERN,41759,43458,FAILURE
N,SOUTHERN,18013,18699,FAILURE
N,SOUTHERN,50460,59061,FAILURE
SB,NORTHEASTERN,3491516,2701444,FAILURE
SL,WESTERN,4291640,1744298,FAILURE
SM,WESTERN,25901,27020,FAILURE
N,SOUTHERN,26758,27398,FAILURE
NM,WESTERN,6644,7083,FAILURE
N,SOUTHERN,37140,37505,FAILURE
SL,SOUTHERN,62602,45095,FAILURE
SL,WESTERN,303826,393643,FAILURE
SL,SOUTHERN,49813,38391,FAILURE
SL,SOUTHERN,55368,60497,FAILURE
SL,WESTERN,45859,44335,FAILURE
SL,MIDWESTERN,168158,157855,FAILURE
N,WESTERN,5769,5896,FAILURE
N,SOUTHERN,33510,33030,FAILURE
N,SOUTHERN,10839,10710,FAILURE
NM,SOUTHERN,15830,15627,FAILURE
NM,SOUTHERN,37343,37464,FAILURE
NM,SOUTHERN,228079,232549,FAILURE
N,SOUTHERN,8744,8652,FAILURE
SB,NORTHEASTERN,3391988,2141918,FAILURE
SL,WESTERN,66415,64763,FAILURE
SL,SOUTHERN,150053,144101,FAILURE
NM,MIDWESTERN,16940,16509,FAILURE
SB,NORTHEASTERN,427473,330654,FAILURE
N,SOUTHERN,20581,19513,FAILURE
NM,SOUTHERN,13788,13101,FAILURE
SM,SOUTHERN,23166,23983,FAILURE
N,SOUTHERN,65941,65547,FAILURE
N,SOUTHERN,22767,21927,FAILURE
N,SOUTHERN,9394,10071,FAILURE
N,SOUTHERN,7616,7663,FAILURE
N,SOUTHERN,13354,13677,FAILURE
NM,SOUTHERN,28327,28823,FAILURE
NM,SOUTHERN,41952,42089,FAILURE
N,SOUTHERN,46399,45124,FAILURE
N,SOUTHERN,147449,148163,FAILURE
SB,WESTERN,187366,146818,FAILURE
SL,WESTERN,1040267,633168,FAILURE
SL,SOUTHERN,159235,133163,FAILURE
SL,MIDWESTERN,24299,18967,FAILURE
SL,SOUTHERN,53244,43923,FAILURE
SL,NORTHEASTERN,396946,352700,FAILURE
SL,SOUTHERN,84836,88145,FAILURE
SB,MIDWESTERN,79624,80645,FAILURE
SL,NORTHEASTERN,296815,300473,FAILURE
N,WESTERN,12417,13523,FAILURE
NM,SOUTHERN,15189,15004,FAILURE
SM,SOUTHERN,15529,15503,FAILURE
SL,WESTERN,169635,171548,FAILURE
SB,SOUTHERN,81110,65839,FAILURE
SL,NORTHEASTERN,313057,275627,FAILURE
SL,NORTHEASTERN,205283,191301,FAILURE
SL,SOUTHERN,105531,91019,FAILURE
SL,MIDWESTERN,49198,54136,FAILURE
N,MIDWESTERN,33087,32147,FAILURE
N,SOUTHERN,16160,16845,FAILURE
NM,SOUTHERN,32735,33426,FAILURE
N,SOUTHERN,36341,39534,FAILURE
SL,SOUTHERN,172437,146159,FAILURE
SL,SOUTHERN,628098,455029,FAILURE
SL,MIDWESTERN,30419,27643,FAILURE
SL,SOUTHERN,341553,237490,FAILURE
SL,WESTERN,2734063,2128178,FAILURE
N,SOUTHERN,21155,22225,FAILURE
NM,SOUTHERN,9685,9611,FAILURE
N,SOUTHERN,19653,19943,FAILURE
SL,SOUTHERN,200506,195537,FAILURE
SL,SOUTHERN,248839,385722,FAILURE
SL,WESTERN,2158830,1794178,FAILURE
SL,MIDWESTERN,112025,114164,FAILURE
SL,SOUTHERN,26663,25564,FAILURE
SL,SOUTHERN,77577,75603,FAILURE
SB,NORTHEASTERN,176858,150691,FAILURE
SL,WESTERN,9581584,6615722,FAILURE
SL,WESTERN,146865,120037,FAILURE
SL,WESTERN,244946,200294,FAILURE
SL,SOUTHERN,39261,33226,FAILURE
SL,NORTHEASTERN,1296682,1009768,FAILURE
NM,WESTERN,6530,6550,FAILURE
NM,WESTERN,27843,26459,FAILURE
NM,MIDWESTERN,9717,9526,FAILURE
SL,WESTERN,4616850,3222248,FAILURE
SL,WESTERN,406574,318451,FAILURE
SL,MIDWESTERN,73176,63656,FAILURE
SL,MIDWESTERN,9258163,4638598,FAILURE
SB,MIDWESTERN,225004,175737,FAILURE
SL,MIDWESTERN,1013231,736370,FAILURE
SL,MIDWESTERN,16317,16462,FAILURE
SL,SOUTHERN,526339,358341,FAILURE
SL,MIDWESTERN,360378,311944,FAILURE
N,WESTERN,8598,8209,FAILURE
N,SOUTHERN,19138,23917,FAILURE
NM,SOUTHERN,22019,21660,FAILURE
SB,SOUTHERN,49481,41961,FAILURE
SL,WESTERN,120438,120234,FAILURE
SL,SOUTHERN,334886,254328,FAILURE
SL,MIDWESTERN,910668,817908,FAILURE
SB,WESTERN,2018703,1467840,FAILURE
SL,MIDWESTERN,45966,46392,FAILURE
N,SOUTHERN,17910,16539,FAILURE
SL,WESTERN,174915,170574,FAILURE
SL,SOUTHERN,1935739,1424005,FAILURE
SL,MIDWESTERN,574684,563728,FAILURE
SL,SOUTHERN,8217563,5894019,FAILURE
SL,SOUTHERN,50377,49827,FAILURE
SM,SOUTHERN,21631,22270,FAILURE
N,SOUTHERN,37524,34098,FAILURE
N,SOUTHERN,24708,26103,FAILURE
SB,WESTERN,6317579,4803146,FAILURE
SL,SOUTHERN,64983,41818,FAILURE
SL,SOUTHERN,13262,14318,FAILURE
SL,SOUTHERN,31465,24780,FAILURE
SL,WESTERN,310520,257666,FAILURE
SL,MIDWESTERN,170860,157400,FAILURE
SL,MIDWESTERN,113384,100539,FAILURE
N,SOUTHERN,36625,35817,FAILURE
NM,SOUTHERN,76437,74090,FAILURE
SB,NORTHEASTERN,520587,488802,FAILURE
N,SOUTHERN,340938,338207,FAILURE
NM,SOUTHERN,4601,4399,FAILURE
SB,NORTHEASTERN,8173572,8025454,FAILURE
SL,SOUTHERN,53124,56683,FAILURE
SL,SOUTHERN,42729,41976,FAILURE
SL,MIDWESTERN,136400,102389,FAILURE
SL,SOUTHERN,13517,15080,FAILURE
SL,MIDWESTERN,59744,54885,FAILURE
SL,SOUTHERN,1016266,861575,FAILURE
SL,SOUTHERN,62047,57793,FAILURE
SL,MIDWESTERN,290392,232928,FAILURE
SL,MIDWESTERN,45338,47565,FAILURE
SL,WESTERN,31163,33755,FAILURE
SL,WESTERN,78144,77324,FAILURE
SB,SOUTHERN,97966,91712,FAILURE
SL,WESTERN,247813,241488,FAILURE
SL,SOUTHERN,118852,91442,FAILURE
SB,MIDWESTERN,1223701,1102973,FAILURE
SL,MIDWESTERN,85828,81197,FAILURE
SL,NORTHEASTERN,5299370,3710735,FAILURE
SL,WESTERN,164183,100719,FAILURE
SB,NORTHEASTERN,51797,39793,FAILURE
SL,MIDWESTERN,146514,113270,FAILURE
N,SOUTHERN,15697,15778,FAILURE
SL,SOUTHERN,240966,179764,FAILURE
SL,SOUTHERN,46028,55588,FAILURE
SB,MIDWESTERN,112832,104887,FAILURE
SB,MIDWESTERN,954990,577794,FAILURE
N,SOUTHERN,77567,79985,FAILURE
SL,SOUTHERN,77141,71092,FAILURE
SL,WESTERN,32209,27723,FAILURE
N,NORTHEASTERN,39512,38155,FAILURE
NM,WESTERN,32288,29318,FAILURE
NM,SOUTHERN,1382924,1005829,FAILURE
SL,SOUTHERN,10388,7726,FAILURE
SL,SOUTHERN,585792,372236,FAILURE
SL,SOUTHERN,449258,398844,FAILURE
NM,SOUTHERN,30983,32111,FAILURE
NM,SOUTHERN,46767,44605,FAILURE
NM,SOUTHERN,20375,21408,FAILURE
N,SOUTHERN,9964,11512,FAILURE
N,SOUTHERN,20959,22437,FAILURE
SB,NORTHEASTERN,9813776,7322665,FAILURE
SB,SOUTHERN,581043,370596,FAILURE
SM,SOUTHERN,8047,8078,FAILURE
NM,SOUTHERN,72255,69301,FAILURE
SL,NORTHEASTERN,58270,50333,FAILURE
SL,MIDWESTERN,509134,400707,FAILURE
SL,MIDWESTERN,13628,14523,FAILURE
N,WESTERN,20267,21443,FAILURE
N,SOUTHERN,38862,47660,FAILURE
N,SOUTHERN,8981,9418,FAILURE
NM,SOUTHERN,9933,9716,FAILURE
N,SOUTHERN,14412,13669,FAILURE
SM,MIDWESTERN,13854,13654,FAILURE
SM,WESTERN,32396,31862,FAILURE
SL,SOUTHERN,113369,85020,FAILURE
SL,WESTERN,601442,560299,FAILURE
SL,SOUTHERN,84198,74543,FAILURE
SL,SOUTHERN,126427,114807,FAILURE
SB,WESTERN,13416,11533,FAILURE
SL,NORTHEASTERN,29698,29673,FAILURE
SB,SOUTHERN,759158,667256,FAILURE
N,SOUTHERN,32598,33466,FAILURE
N,SOUTHERN,22670,26293,FAILURE
N,SOUTHERN,19446,20224,FAILURE
SB,SOUTHERN,355501,301460,FAILURE
SL,WESTERN,71004,74713,FAILURE
SL,SOUTHERN,116097,96713,FAILURE
SL,SOUTHERN,1529913,1153454,FAILURE
SL,MIDWESTERN,192423,176725,FAILURE
N,SOUTHERN,7350,8874,FAILURE
N,SOUTHERN,28311,29020,FAILURE
SL,WESTERN,84464,81712,FAILURE
SL,WESTERN,136338,108156,FAILURE
SL,MIDWESTERN,137052,133238,FAILURE
SL,NORTHEASTERN,427118,337964,FAILURE
SL,MIDWESTERN,393814,361556,FAILURE
N,SOUTHERN,29822,30544,FAILURE
N,SOUTHERN,56450,71100,FAILURE
N,NORTHEASTERN,46515,48254,FAILURE
NM,MIDWESTERN,13405,13473,FAILURE
SB,SOUTHERN,161850,105813,FAILURE
NM,SOUTHERN,65235,65181,FAILURE
SL,SOUTHERN,99765,72501,FAILURE
N,SOUTHERN,11848,11945,FAILURE
NM,SOUTHERN,20596,20720,FAILURE
N,SOUTHERN,19291,19837,FAILURE
N,SOUTHERN,15040,15224,FAILURE
N,SOUTHERN,17125,16533,FAILURE
N,SOUTHERN,11315,10847,FAILURE
SM,SOUTHERN,12026,11248,FAILURE
SB,SOUTHERN,260796,213711,FAILURE
SL,SOUTHERN,290998,244546,FAILURE
SL,SOUTHERN,517092,542897,FAILURE
SL,MIDWESTERN,761850,595584,FAILURE
SL,SOUTHERN,268935,263662,FAILURE
N,SOUTHERN,17919,14436,FAILURE
N,SOUTHERN,29198,26886,FAILURE
NM,WESTERN,120355,119937,FAILURE
SL,MIDWESTERN,161877,140208,FAILURE
SL,SOUTHERN,96143,90065,FAILURE
N,SOUTHERN,12368,12927,FAILURE
NM,SOUTHERN,31307,32123,FAILURE
NM,WESTERN,35950,33967,FAILURE
SL,SOUTHERN,96734,79523,FAILURE
SB,SOUTHERN,50912,52815,FAILURE
N,WESTERN,3569,3489,FAILURE
SM,SOUTHERN,74931,79293,FAILURE
NM,SOUTHERN,23569,22938,FAILURE
NM,SOUTHERN,14420,14126,FAILURE
SB,WESTERN,12259,12607,FAILURE
N,WESTERN,15792,15731,FAILURE
NM,MIDWESTERN,5677,5570,FAILURE
SL,SOUTHERN,274375,256137,FAILURE
SL,SOUTHERN,132423,106416,FAILURE
SL,SOUTHERN,148436,138946,FAILURE
SL,SOUTHERN,362365,213728,FAILURE
NM,SOUTHERN,62698,60449,FAILURE
SL,SOUTHERN,171151,157577,FAILURE
NM,SOUTHERN,16397,16783,FAILURE
N,SOUTHERN,27811,30152,FAILURE
NM,SOUTHERN,27094,28656,FAILURE
NM,SOUTHERN,16787,16453,FAILURE
SL,MIDWESTERN,89309,78483,FAILURE
N,SOUTHERN,30158,32479,FAILURE
NM,SOUTHERN,38808,37123,FAILURE
NM,WESTERN,32357,30466,FAILURE
NM,MIDWESTERN,4387,4098,FAILURE
SL,MIDWESTERN,32884,27735,FAILURE
SL,SOUTHERN,142729,147991,FAILURE
N,SOUTHERN,11853,15193,FAILURE
NM,MIDWESTERN,31174,28647,FAILURE
NM,SOUTHERN,19197,18484,FAILURE
NM,SOUTHERN,30690,30994,FAILURE
SM,WESTERN,26604,24864,FAILURE
NM,SOUTHERN,24064,24820,FAILURE
SL,SOUTHERN,49604,41421,FAILURE
SL,SOUTHERN,25789,15838,FAILURE
SL,SOUTHERN,139517,137401,FAILURE
SL,SOUTHERN,27114,25887,FAILURE
SL,MIDWESTERN,318275,231268,FAILURE
SL,MIDWESTERN,71809,68341,FAILURE
N,SOUTHERN,35494,36792,FAILURE
NM,SOUTHERN,18100,20227,FAILURE
NM,SOUTHERN,62218,61352,FAILURE
SB,SOUTHERN,738323,606759,FAILURE
SL,MIDWESTERN,1810155,1467127,FAILURE
SL,SOUTHERN,799517,663254,FAILURE
SL,SOUTHERN,22177,25099,FAILURE
SL,SOUTHERN,148468,114605,FAILURE
SL,SOUTHERN,26616,23892,FAILURE
SL,SOUTHERN,36524,35393,FAILURE
SL,SOUTHERN,53265,63020,FAILURE
SL,SOUTHERN,267400,235857,FAILURE
SL,SOUTHERN,547616,538612,FAILURE
SL,SOUTHERN,61122,71471,FAILURE
SL,SOUTHERN,108598,116092,FAILURE
N,SOUTHERN,21952,22242,FAILURE
N,SOUTHERN,19844,22491,FAILURE
NM,MIDWESTERN,4988,5145,FAILURE
NM,SOUTHERN,28485,27677,FAILURE
SL,SOUTHERN,436134,442935,FAILURE
NM,NORTHEASTERN,30202,26247,FAILURE
SB,SOUTHERN,45841,36549,FAILURE
SB,SOUTHERN,74198,66607,FAILURE
SL,SOUTHERN,89941,46695,FAILURE
SL,SOUTHERN,99796,92750,FAILURE
SL,SOUTHERN,29119,26928,FAILURE
SL,SOUTHERN,85640,82368,FAILURE
SL,SOUTHERN,528171,397111,FAILURE
SB,MIDWESTERN,212547,192498,FAILURE
SL,SOUTHERN,166114,175770,FAILURE
N,SOUTHERN,9787,10312,FAILURE
N,SOUTHERN,62015,63231,FAILURE
NM,SOUTHERN,33658,33473,FAILURE
NM,SOUTHERN,18879,18621,FAILURE
NM,WESTERN,11247,11586,FAILURE
SL,WESTERN,24877,25043,FAILURE
SL,WESTERN,40721,39974,FAILURE
SL,SOUTHERN,1576500,1184116,FAILURE
SB,SOUTHERN,14723,14881,FAILURE
SL,WESTERN,240741,194004,FAILURE
SL,MIDWESTERN,46305,47273,FAILURE
SL,SOUTHERN,204269,164252,FAILURE
N,SOUTHERN,35964,35643,FAILURE
N,SOUTHERN,34760,36159,FAILURE
NM,SOUTHERN,32656,31530,FAILURE
N,SOUTHERN,90055,91439,FAILURE
N,SOUTHERN,44458,42365,FAILURE
N,SOUTHERN,48380,47490,FAILURE
N,SOUTHERN,62777,68463,FAILURE
N,SOUTHERN,49842,49544,FAILURE
N,SOUTHERN,68011,70082,FAILURE
N,SOUTHERN,62628,64208,FAILURE
N,SOUTHERN,153843,139943,FAILURE
N,SOUTHERN,36015,40444,FAILURE
N,SOUTHERN,213385,215660,FAILURE
N,SOUTHERN,64989,64707,FAILURE
N,SOUTHERN,289594,352793,FAILURE
N,SOUTHERN,127093,181575,FAILURE
N,SOUTHERN,135159,131652,FAILURE
N,SOUTHERN,164978,177847,FAILURE
N,SOUTHERN,229694,262833,FAILURE
NM,SOUTHERN,195037,179092,FAILURE
N,SOUTHERN,218186,207371,FAILURE
N,SOUTHERN,82026,86165,FAILURE
N,SOUTHERN,175696,167278,FAILURE
N,SOUTHERN,139055,138932,FAILURE
N,SOUTHERN,1974591,1354335,FAILURE
N,SOUTHERN,137049,137111,FAILURE
N,SOUTHERN,34710,32672,FAILURE
SL,SOUTHERN,112421,110411,FAILURE
SL,SOUTHERN,16802,17173,FAILURE
SL,MIDWESTERN,81022,92273,FAILURE
SL,SOUTHERN,373721,415656,FAILURE
N,WESTERN,8276,8015,FAILURE
N,SOUTHERN,34694,34771,FAILURE
NM,SOUTHERN,15243,14646,FAILURE
NM,MIDWESTERN,5042,5019,FAILURE
N,SOUTHERN,40565,35780,FAILURE
N,SOUTHERN,44549,46739,FAILURE
SL,WESTERN,29396,28646,FAILURE
SB,MIDWESTERN,29564,25285,FAILURE
SL,MIDWESTERN,76660,67577,FAILURE
SL,SOUTHERN,882849,855717,FAILURE
SL,MIDWESTERN,661088,500715,FAILURE
SL,SOUTHERN,23943,24322,FAILURE
SL,WESTERN,126419,127327,FAILURE
NM,SOUTHERN,8010,8480,FAILURE
NM,SOUTHERN,11963,11777,FAILURE
SL,SOUTHERN,54422,49767,FAILURE
SB,SOUTHERN,880160,629870,FAILURE
SB,SOUTHERN,93297,90802,FAILURE
N,SOUTHERN,6504,6930,FAILURE
N,NORTHEASTERN,409389,383002,FAILURE
N,SOUTHERN,15962,17233,FAILURE
NM,SOUTHERN,21327,21000,FAILURE
NM,WESTERN,6914,6560,FAILURE
SL,WESTERN,1046842,892888,FAILURE
SL,WESTERN,5654683,4130994,FAILURE
NM,WESTERN,14553,13150,FAILURE
SL,NORTHEASTERN,2492405,1797508,FAILURE
SL,MIDWESTERN,98696,101253,FAILURE
SM,SOUTHERN,13286,13608,FAILURE
N,SOUTHERN,7536,8360,FAILURE
SM,SOUTHERN,10697,10686,FAILURE
NM,SOUTHERN,11698,11060,FAILURE
N,SOUTHERN,67505,68277,FAILURE
SM,WESTERN,6901,6578,FAILURE
NM,SOUTHERN,29422,29215,FAILURE
NM,SOUTHERN,29468,27111,FAILURE
NM,WESTERN,14607,13246,FAILURE
N,SOUTHERN,8078,8525,FAILURE
N,MIDWESTERN,24023,23343,FAILURE
N,SOUTHERN,10864,11559,FAILURE
NM,SOUTHERN,34808,37106,FAILURE
NM,SOUTHERN,3986,3925,FAILURE
NM,SOUTHERN,13794,13907,FAILURE
NM,SOUTHERN,20561,22175,FAILURE
N,SOUTHERN,28297,30497,FAILURE
N,SOUTHERN,52033,55294,FAILURE
SB,SOUTHERN,35353,33632,FAILURE
SL,NORTHEASTERN,168244,174853,FAILURE
SL,WESTERN,896825,791774,FAILURE
SL,WESTERN,188286,181399,FAILURE
N,SOUTHERN,6594,7648,FAILURE
N,WESTERN,9666,8342,FAILURE
NM,WESTERN,778973,797169,FAILURE
N,SOUTHERN,12204,12613,FAILURE
NM,SOUTHERN,53860,52327,FAILURE
NM,SOUTHERN,9419,9349,FAILURE
SL,WESTERN,4857204,4193981,FAILURE
SL,SOUTHERN,55007,61820,ASSISTANCE
N,SOUTHERN,58267,61001,FAILURE
NM,SOUTHERN,65781,57210,FAILURE
SL,WESTERN,161360,194491,FAILURE
SL,WESTERN,18736,28992,FAILURE
SL,WESTERN,35081,52295,FAILURE
SL,SOUTHERN,43136,37040,FAILURE
SL,SOUTHERN,90784,102691,FAILURE
SB,SOUTHERN,33512,31689,FAILURE
SB,SOUTHERN,116410,135275,FAILURE
SB,SOUTHERN,20520,18539,FAILURE
SL,WESTERN,33332,34047,FAILURE
SL,WESTERN,71844,61915,FAILURE
SL,WESTERN,34356,35528,FAILURE
SL,WESTERN,66747,68684,FAILURE
SL,WESTERN,72701,126174,FAILURE
SL,SOUTHERN,48872,434862,FAILURE
SL,WESTERN,60227,88145,FAILURE
SL,SOUTHERN,10280,13814,FAILURE
SL,SOUTHERN,52091,72912,FAILURE
SL,WESTERN,440004,361620,FAILURE
SL,WESTERN,134696,166509,FAILURE
SL,WESTERN,20309,27926,FAILURE
SB,SOUTHERN,43367,85165,FAILURE
SL,SOUTHERN,177727,146382,FAILURE
SL,SOUTHERN,8656,9772,FAILURE
SL,SOUTHERN,146706,158926,FAILURE
SB,WESTERN,4467,4999,FAILURE
SL,MIDWESTERN,61788,90792,FAILURE
SL,SOUTHERN,216105,211337,FAILURE
SL,MIDWESTERN,161427,173078,FAILURE
SL,MIDWESTERN,60582,58862,FAILURE
SL,WESTERN,720437,681014,FAILURE
SL,MIDWESTERN,52439,65752,FAILURE
SL,MIDWESTERN,55556,55660,FAILURE
SL,MIDWESTERN,53903,46245,FAILURE
SL,MIDWESTERN,385144,332070,FAILURE
SL,MIDWESTERN,100959,95454,FAILURE
SB,SOUTHERN,105980,82680,FAILURE
SL,SOUTHERN,616052,426296,FAILURE
N,SOUTHERN,47115,44659,FAILURE
N,SOUTHERN,23286,24092,FAILURE
SL,SOUTHERN,1440640,1168399,FAILURE
SL,WESTERN,13382327,7575392,FAILURE
SL,WESTERN,1684381,1368547,FAILURE
SM,SOUTHERN,6406,6969,FAILURE
N,SOUTHERN,37064,35617,FAILURE
SI,NORTHEASTERN,880658,683356,FAILURE
SB,SOUTHERN,126807,123803,FAILURE
SL,SOUTHERN,9421,10033,FAILURE
SL,SOUTHERN,311668,254102,FAILURE
SL,SOUTHERN,711958,648197,FAILURE
SL,MIDWESTERN,218774,212267,FAILURE
SL,MIDWESTERN,106603,118954,FAILURE
SB,SOUTHERN,56726,58748,ASSISTANCE
