CHARTER,REG,ASSET,DEP,TYPE
N,SOUTHERN,51110,48590,ASSISTANCE
NM,SOUTHERN,147473,138214,ASSISTANCE
NM,SOUTHERN,79781,74665,ASSISTANCE
N,SOUTHERN,55040,48708,ASSISTANCE
NM,SOUTHERN,168141,154441,ASSISTANCE
NM,SOUTHERN,142623,132806,ASSISTANCE
NM,SOUTHERN,77939,71486,ASSISTANCE
NM,SOUTHERN,48882,44859,ASSISTANCE
NM,SOUTHERN,81367,76137,ASSISTANCE
NM,SOUTHERN,177327,170243,ASSISTANCE
NM,SOUTHERN,61469,61031,ASSISTANCE
N,SOUTHERN,68007,64076,ASSISTANCE
N,SOUTHERN,129803,120150,ASSISTANCE
NM,SOUTHERN,126829,118598,ASSISTANCE
NM,WESTERN,95616,91508,ASSISTANCE
NM,SOUTHERN,161953,149480,ASSISTANCE
NM,SOUTHERN,69512,64841,ASSISTANCE
N,SOUTHERN,76478,71496,ASSISTANCE
NM,SOUTHERN,105823,96554,ASSISTANCE
NM,SOUTHERN,105915,95493,ASSISTANCE
SM,SOUTHERN,34598,32204,ASSISTANCE
N,SOUTHERN,240782,217397,ASSISTANCE
N,SOUTHERN,391840,339137,ASSISTANCE
N,SOUTHERN,79297,74296,ASSISTANCE
NM,SOUTHERN,85810,78764,ASSISTANCE
N,SOUTHERN,710493,601289,ASSISTANCE
N,SOUTHERN,4423355,2184608,ASSISTANCE
NM,SOUTHERN,45778,42262,ASSISTANCE
NM,SOUTHERN,78366,76621,ASSISTANCE
NM,SOUTHERN,131131,121996,ASSISTANCE
N,SOUTHERN,261765,232562,ASSISTANCE
N,SOUTHERN,139421,130722,ASSISTANCE
N,SOUTHERN,74652,70745,ASSISTANCE
N,SOUTHERN,119659,109669,ASSISTANCE
N,SOUTHERN,361162,313208,ASSISTANCE
N,SOUTHERN,89663,81854,ASSISTANCE
N,SOUTHERN,156571,139540,ASSISTANCE
N,SOUTHERN,134170,124609,ASSISTANCE
N,SOUTHERN,238427,206807,ASSISTANCE
N,SOUTHERN,447439,399545,ASSISTANCE
SM,SOUTHERN,590295,489266,ASSISTANCE
NM,SOUTHERN,234196,210940,ASSISTANCE
NM,SOUTHERN,580047,556220,FAILURE
SM,WESTERN,12434,12495,FAILURE
NM,WESTERN,26761,24017,FAILURE
NM,MIDWESTERN,4382,4126,ASSISTANCE
N,SOUTHERN,13897,14240,FAILURE
NM,MIDWESTERN,7087,6978,FAILURE
SL,SOUTHERN,80475,90263,ASSISTANCE
SL,WESTERN,53148,43786,ASSISTANCE
SL,MIDWESTERN,36415,41190,ASSISTANCE
SL,SOUTHERN,130697,142378,FAILURE
NM,MIDWESTERN,10011,9897,FAILURE
N,SOUTHERN,15915,17433,FAILURE
NM,SOUTHERN,5401,5259,FAILURE
NM,SOUTHERN,68665,59058,FAILURE
NM,SOUTHERN,182510,181779,FAILURE
N,SOUTHERN,30860,28123,FAILURE
NM,SOUTHERN,6681,6623,FAILURE
NM,SOUTHERN,70834,69938,FAILURE
NM,MIDWESTERN,15051,14828,FAILURE
NM,MIDWESTERN,20314,19995,FAILURE
N,SOUTHERN,19553,19083,FAILURE
N,SOUTHERN,7581,7865,ASSISTANCE
SL,SOUTHERN,141733,155210,ASSISTANCE
SL,MIDWESTERN,151264,139171,ASSISTANCE
SL,MIDWESTERN,112789,110893,ASSISTANCE
SL,SOUTHERN,130938,149064,FAILURE
SB,MIDWESTERN,152339,173986,ASSISTANCE
NM,NORTHEASTERN,44079,37927,FAILURE
SL,WESTERN,30101,33042,ASSISTANCE
SM,SOUTHERN,6353,6295,FAILURE
SM,SOUTHERN,12268,11707,FAILURE
N,WESTERN,16987,16612,FAILURE
NM,SOUTHERN,38198,41001,FAILURE
NM,MIDWESTERN,2781,2663,FAILURE
NM,MIDWESTERN,37989,37468,FAILURE
N,SOUTHERN,60298,61159,FAILURE
SM,SOUTHERN,17444,17600,FAILURE
NM,MIDWESTERN,59884,61903,FAILURE
NM,SOUTHERN,12451,12643,FAILURE
N,SOUTHERN,31314,30360,FAILURE
N,SOUTHERN,80724,81221,FAILURE
SM,SOUTHERN,9407,9615,FAILURE
SM,MIDWESTERN,16496,16611,FAILURE
SM,SOUTHERN,21742,20423,FAILURE
NM,WESTERN,11982,11511,FAILURE
N,MIDWESTERN,27774,25421,ASSISTANCE
NM,MIDWESTERN,36417,37433,FAILURE
N,SOUTHERN,33175,34578,FAILURE
NM,SOUTHERN,13161,13255,FAILURE
SL,SOUTHERN,91389,100471,ASSISTANCE
SB,SOUTHERN,547099,418818,ASSISTANCE
SL,SOUTHERN,68473,73056,ASSISTANCE
NM,SOUTHERN,207817,202745,FAILURE
NM,MIDWESTERN,20672,20549,FAILURE
SL,SOUTHERN,31223,67910,FAILURE
SM,SOUTHERN,164547,160160,FAILURE
NM,SOUTHERN,40962,40094,FAILURE
NM,WESTERN,314279,368279,ASSISTANCE
NM,WESTERN,1183368,924765,ASSISTANCE
NM,SOUTHERN,60736,62280,FAILURE
NM,MIDWESTERN,28012,28650,ASSISTANCE
NM,WESTERN,6055,5827,FAILURE
NM,SOUTHERN,26777,25696,FAILURE
N,SOUTHERN,37609,38345,FAILURE
NM,MIDWESTERN,14004,13575,FAILURE
NM,SOUTHERN,86324,78206,FAILURE
NM,MIDWESTERN,11711,11525,FAILURE
NM,SOUTHERN,58426,53140,FAILURE
NM,MIDWESTERN,9647,9088,FAILURE
SL,SOUTHERN,61668,132448,FAILURE
N,WESTERN,29316,29391,FAILURE
NM,SOUTHERN,50167,50407,FAILURE
N,SOUTHERN,17204,17475,FAILURE
NM,SOUTHERN,292381,274423,ASSISTANCE
NM,WESTERN,32318,30691,FAILURE
SM,SOUTHERN,35306,32674,FAILURE
NM,MIDWESTERN,36619,39614,ASSISTANCE
SB,SOUTHERN,46197,48836,ASSISTANCE
SL,MIDWESTERN,131522,146168,ASSISTANCE
SL,SOUTHERN,166519,196659,ASSISTANCE
SB,SOUTHERN,744874,573465,ASSISTANCE
SB,SOUTHERN,46262,47076,ASSISTANCE
SL,SOUTHERN,148689,149418,ASSISTANCE
SL,SOUTHERN,159541,151504,ASSISTANCE
SL,MIDWESTERN,405642,379047,ASSISTANCE
NM,MIDWESTERN,3102,3060,ASSISTANCE
SM,WESTERN,4555,4144,FAILURE
NM,SOUTHERN,35450,36212,FAILURE
NM,SOUTHERN,86046,84757,FAILURE
NM,SOUTHERN,43846,44507,FAILURE
SL,MIDWESTERN,19700,20843,ASSISTANCE
SL,SOUTHERN,24873,29321,ASSISTANCE
SL,SOUTHERN,124871,111495,ASSISTANCE
NM,WESTERN,20261,19839,FAILURE
NM,WESTERN,367655,358945,FAILURE
N,SOUTHERN,53227,50960,FAILURE
N,SOUTHERN,25253,28035,FAILURE
NM,SOUTHERN,15028,14620,FAILURE
NM,SOUTHERN,18489,21238,FAILURE
N,SOUTHERN,9243,9335,FAILURE
NM,SOUTHERN,49171,48634,FAILURE
NM,SOUTHERN,9747,9807,FAILURE
NM,SOUTHERN,25093,25318,ASSISTANCE
NM,MIDWESTERN,5399,5315,FAILURE
NM,MIDWESTERN,5010,4596,FAILURE
NM,MIDWESTERN,11619,10844,FAILURE
NM,MIDWESTERN,8406,8049,FAILURE
NM,SOUTHERN,40946,39461,FAILURE
NM,MIDWESTERN,5634,5386,FAILURE
N,SOUTHERN,62300,60260,FAILURE
NM,SOUTHERN,49129,57283,FAILURE
NM,MIDWESTERN,3075,3117,FAILURE
NM,MIDWESTERN,9224,9377,FAILURE
NM,SOUTHERN,79081,76325,FAILURE
SL,MIDWESTERN,25566,29665,ASSISTANCE
SL,NORTHEASTERN,36501,46220,FAILURE
NM,SOUTHERN,20440,20036,FAILURE
SL,SOUTHERN,6078,6472,ASSISTANCE
N,MIDWESTERN,10728,10722,FAILURE
NM,WESTERN,24429,22689,FAILURE
NM,WESTERN,34917,33015,FAILURE
SL,SOUTHERN,48103,62301,ASSISTANCE
NM,WESTERN,17732,16969,FAILURE
NM,MIDWESTERN,27124,26453,FAILURE
NM,SOUTHERN,384440,343386,FAILURE
SL,WESTERN,12061,12828,FAILURE
N,SOUTHERN,22675,23845,FAILURE
N,NORTHEASTERN,14685,14786,FAILURE
NM,SOUTHERN,20057,17367,FAILURE
N,WESTERN,203074,200240,FAILURE
NM,WESTERN,12668,12223,FAILURE
SL,MIDWESTERN,112482,104521,FAILURE
N,SOUTHERN,23408,21702,ASSISTANCE
SB,NORTHEASTERN,525481,488318,FAILURE
SL,WESTERN,220564,224045,FAILURE
N,WESTERN,11361,11203,FAILURE
NM,MIDWESTERN,11720,11332,FAILURE
N,WESTERN,20927,21020,FAILURE
NM,SOUTHERN,15327,14214,FAILURE
NM,SOUTHERN,14688,13795,FAILURE
NM,MIDWESTERN,23318,19888,FAILURE
N,SOUTHERN,41055,40632,FAILURE
N,SOUTHERN,44196,42598,FAILURE
NM,MIDWESTERN,10057,9852,FAILURE
NM,SOUTHERN,260560,256071,FAILURE
NM,MIDWESTERN,12195,11674,FAILURE
NM,WESTERN,93209,92026,FAILURE
NM,WESTERN,85059,83784,FAILURE
SB,MIDWESTERN,2275309,1544888,ASSISTANCE
NM,MIDWESTERN,6793,5814,FAILURE
NM,MIDWESTERN,9157,8025,FAILURE
NM,SOUTHERN,35121,33370,FAILURE
SB,SOUTHERN,149486,182374,FAILURE
SL,SOUTHERN,225532,235485,FAILURE
SM,WESTERN,117429,111895,FAILURE
N,SOUTHERN,15889,14217,FAILURE
N,SOUTHERN,12091,11521,FAILURE
NM,SOUTHERN,22475,29821,FAILURE
NM,MIDWESTERN,6669,6650,FAILURE
N,NORTHEASTERN,180796,174715,FAILURE
NM,MIDWESTERN,15230,14440,FAILURE
NM,SOUTHERN,6311,6168,FAILURE
NM,SOUTHERN,68874,66215,FAILURE
N,SOUTHERN,8218,7248,FAILURE
N,SOUTHERN,6271,5751,FAILURE
SM,WESTERN,18567,17864,FAILURE
SM,WESTERN,4384,4036,FAILURE
NM,SOUTHERN,34537,31165,FAILURE
NM,MIDWESTERN,21613,20186,FAILURE
SL,SOUTHERN,65532,60137,FAILURE
N,WESTERN,9092,8892,FAILURE
NM,SOUTHERN,87778,95808,FAILURE
NM,SOUTHERN,6696,6216,FAILURE
SL,SOUTHERN,33647,44616,FAILURE
NM,SOUTHERN,56604,53185,FAILURE
N,SOUTHERN,17113,17600,FAILURE
N,SOUTHERN,31679,31027,FAILURE
NM,SOUTHERN,23607,21892,FAILURE
SM,SOUTHERN,41485,40337,FAILURE
SL,SOUTHERN,159902,162237,FAILURE
SL,SOUTHERN,321057,302663,FAILURE
NM,SOUTHERN,9365,8756,FAILURE
NM,SOUTHERN,15197,16694,FAILURE
SL,SOUTHERN,51790,87308,ASSISTANCE
NM,WESTERN,18610,16385,ASSISTANCE
N,WESTERN,8847,9626,FAILURE
NM,MIDWESTERN,15870,15347,FAILURE
N,SOUTHERN,40285,41938,FAILURE
NM,SOUTHERN,13164,13192,FAILURE
SL,SOUTHERN,1892038,1241839,FAILURE
N,WESTERN,13149,12893,FAILURE
NM,SOUTHERN,11499,13920,FAILURE
N,SOUTHERN,21192,22792,ASSISTANCE
N,SOUTHERN,61053,60678,ASSISTANCE
N,SOUTHERN,51056,52152,ASSISTANCE
N,SOUTHERN,125031,161874,ASSISTANCE
NM,SOUTHERN,34073,42498,ASSISTANCE
N,SOUTHERN,18290,17961,ASSISTANCE
N,SOUTHERN,80923,80963,ASSISTANCE
N,SOUTHERN,80985,75556,ASSISTANCE
NM,SOUTHERN,45854,45038,ASSISTANCE
N,SOUTHERN,121528,119892,ASSISTANCE
N,SOUTHERN,541345,382732,ASSISTANCE
N,WESTERN,6598,5737,FAILURE
NM,SOUTHERN,44373,42459,FAILURE
SL,WESTERN,222304,210863,ASSISTANCE
SL,WESTERN,344451,299597,ASSISTANCE
NM,SOUTHERN,46400,44269,FAILURE
NM,SOUTHERN,24475,23989,FAILURE
SL,NORTHEASTERN,170600,183297,ASSISTANCE
SL,SOUTHERN,89797,78169,FAILURE
NM,SOUTHERN,12588,12236,FAILURE
NM,MIDWESTERN,11391,10974,FAILURE
N,WESTERN,59565,61812,FAILURE
NM,SOUTHERN,6583,5995,FAILURE
NM,SOUTHERN,7188,7026,FAILURE
SB,SOUTHERN,97509,96314,FAILURE
NM,MIDWESTERN,25620,25691,FAILURE
SL,WESTERN,7408,7990,FAILURE
NM,WESTERN,15206,14409,FAILURE
NM,MIDWESTERN,13762,11524,FAILURE
SL,SOUTHERN,429813,478652,FAILURE
N,SOUTHERN,14201,14457,FAILURE
NM,MIDWESTERN,9417,8750,FAILURE
NM,SOUTHERN,7304,6869,FAILURE
NM,MIDWESTERN,12966,12729,ASSISTANCE
NM,SOUTHERN,208352,190365,FAILURE
NM,SOUTHERN,43341,43477,FAILURE
N,MIDWESTERN,13330,11777,FAILURE
N,SOUTHERN,26342,26420,FAILURE
N,SOUTHERN,43698,43348,FAILURE
N,SOUTHERN,17088,15268,FAILURE
NM,SOUTHERN,24019,23551,FAILURE
SL,SOUTHERN,1014023,1392604,FAILURE
SL,SOUTHERN,98688,115467,FAILURE
NM,WESTERN,15369,14434,FAILURE
NM,MIDWESTERN,15410,15150,FAILURE
N,SOUTHERN,39566,43669,FAILURE
N,MIDWESTERN,14157,15712,FAILURE
SI,NORTHEASTERN,1183321,1099485,ASSISTANCE
NM,SOUTHERN,16813,16917,FAILURE
NM,MIDWESTERN,11864,11675,FAILURE
N,WESTERN,9516,9008,FAILURE
NM,MIDWESTERN,20058,19350,FAILURE
SM,WESTERN,25504,24587,FAILURE
NM,SOUTHERN,217304,183389,FAILURE
NM,SOUTHERN,5789,5837,FAILURE
SM,WESTERN,17640,16225,FAILURE
SL,SOUTHERN,134936,150687,FAILURE
N,SOUTHERN,23388,23093,FAILURE
NM,MIDWESTERN,8590,7693,FAILURE
NM,SOUTHERN,14452,13820,FAILURE
NM,SOUTHERN,11896,11899,FAILURE
SL,SOUTHERN,219068,256578,FAILURE
N,SOUTHERN,4400,4685,FAILURE
NM,SOUTHERN,30622,29945,FAILURE
NM,MIDWESTERN,6457,6830,FAILURE
SL,WESTERN,57614,57710,FAILURE
NM,WESTERN,19827,19467,FAILURE
NM,MIDWESTERN,29049,27725,FAILURE
N,SOUTHERN,14704,14541,FAILURE
NM,WESTERN,7799,7696,FAILURE
NM,WESTERN,15166,14148,FAILURE
N,SOUTHERN,12218,11728,FAILURE
SL,WESTERN,81164,90792,ASSISTANCE
N,MIDWESTERN,20742,19866,FAILURE
SL,WESTERN,58927,83722,FAILURE
NM,SOUTHERN,31136,31357,FAILURE
NM,SOUTHERN,10151,10308,FAILURE
SL,SOUTHERN,172028,176277,ASSISTANCE
SL,WESTERN,392698,360780,ASSISTANCE
SL,SOUTHERN,25833,28256,ASSISTANCE
SL,SOUTHERN,47063,57202,FAILURE
SL,SOUTHERN,1347012,1582967,FAILURE
SL,SOUTHERN,95719,124677,FAILURE
NM,WESTERN,26049,25847,FAILURE
NM,MIDWESTERN,16299,15779,FAILURE
NM,SOUTHERN,39630,39050,FAILURE
NM,SOUTHERN,19669,20071,FAILURE
N,SOUTHERN,22829,23367,FAILURE
N,WESTERN,8423,8159,FAILURE
SL,WESTERN,62462,59674,FAILURE
SM,SOUTHERN,171925,121959,FAILURE
SL,WESTERN,150608,117570,ASSISTANCE
SL,SOUTHERN,601315,505320,FAILURE
NM,MIDWESTERN,7269,7149,FAILURE
SM,SOUTHERN,19089,20059,FAILURE
N,SOUTHERN,34250,33068,FAILURE
NM,SOUTHERN,46701,46082,FAILURE
N,SOUTHERN,16684,17340,FAILURE
SL,WESTERN,61880,64324,ASSISTANCE
N,SOUTHERN,7670,7586,FAILURE
N,SOUTHERN,7460,7600,FAILURE
NM,SOUTHERN,57195,53860,FAILURE
N,MIDWESTERN,9068,8741,FAILURE
NM,MIDWESTERN,15754,15205,FAILURE
SL,WESTERN,241648,203684,FAILURE
SL,MIDWESTERN,82910,89654,FAILURE
NM,MIDWESTERN,15254,14938,FAILURE
N,SOUTHERN,7797,8001,FAILURE
NM,SOUTHERN,20598,24660,ASSISTANCE
NM,SOUTHERN,9803,9594,FAILURE
N,SOUTHERN,9696,10167,ASSISTANCE
NM,SOUTHERN,37978,38209,FAILURE
N,SOUTHERN,70708,73170,FAILURE
NM,SOUTHERN,12365,12392,FAILURE
SL,SOUTHERN,104554,87976,FAILURE
SB,MIDWESTERN,342279,339245,FAILURE
NM,SOUTHERN,187142,159572,FAILURE
NM,MIDWESTERN,14457,14503,FAILURE
N,SOUTHERN,13632,12392,FAILURE
N,SOUTHERN,8644,8813,FAILURE
NM,SOUTHERN,11622,12450,FAILURE
NM,SOUTHERN,5144,5373,FAILURE
N,SOUTHERN,11380,11780,FAILURE
N,WESTERN,8724,9377,FAILURE
NM,MIDWESTERN,102271,89631,FAILURE
NM,MIDWESTERN,17353,16993,FAILURE
N,SOUTHERN,26593,25970,FAILURE
N,SOUTHERN,48494,47634,FAILURE
NM,SOUTHERN,20176,18791,FAILURE
NM,MIDWESTERN,5915,5779,FAILURE
NM,SOUTHERN,5695,5444,FAILURE
N,MIDWESTERN,34717,33499,FAILURE
SL,WESTERN,220304,220504,FAILURE
NM,WESTERN,23227,22996,FAILURE
N,NORTHEASTERN,60731,55881,FAILURE
N,SOUTHERN,23821,22368,FAILURE
SL,SOUTHERN,103392,116546,ASSISTANCE
SL,SOUTHERN,204538,74124,FAILURE
SL,WESTERN,108213,88486,FAILURE
N,SOUTHERN,13988,13566,FAILURE
SM,WESTERN,10125,9347,FAILURE
NM,MIDWESTERN,23230,21988,FAILURE
N,SOUTHERN,12827,12502,FAILURE
NM,MIDWESTERN,18275,17717,FAILURE
N,WESTERN,7669,7242,FAILURE
N,SOUTHERN,12253,12406,FAILURE
N,SOUTHERN,198716,171175,FAILURE
SL,SOUTHERN,460843,478330,ASSISTANCE
NM,SOUTHERN,10424,10674,ASSISTANCE
NM,MIDWESTERN,114114,107316,ASSISTANCE
SL,MIDWESTERN,955426,963216,ASSISTANCE
NM,SOUTHERN,9695,9243,FAILURE
NM,MIDWESTERN,49435,49145,FAILURE
N,WESTERN,12879,12756,FAILURE
N,SOUTHERN,11862,12370,FAILURE
NM,SOUTHERN,94888,84607,FAILURE
SL,MIDWESTERN,158237,144439,ASSISTANCE
SB,WESTERN,63780,73471,FAILURE
SL,MIDWESTERN,46975,56013,FAILURE
NM,MIDWESTERN,24790,24271,FAILURE
SL,SOUTHERN,1680854,1500237,FAILURE
N,SOUTHERN,78649,73505,FAILURE
NM,MIDWESTERN,27762,32252,FAILURE
NM,SOUTHERN,112074,99900,FAILURE
N,MIDWESTERN,18475,18282,FAILURE
NM,SOUTHERN,66627,64699,ASSISTANCE
N,SOUTHERN,468166,349863,ASSISTANCE
SL,WESTERN,55238,52133,ASSISTANCE
SB,SOUTHERN,499112,375140,ASSISTANCE
N,SOUTHERN,12085,11897,FAILURE
NM,SOUTHERN,43525,41632,FAILURE
N,WESTERN,62962,59245,FAILURE
NM,WESTERN,16095,15774,FAILURE
N,SOUTHERN,7346,7124,FAILURE
NM,MIDWESTERN,35821,33362,FAILURE
NM,SOUTHERN,70053,69201,FAILURE
NM,MIDWESTERN,11917,10959,FAILURE
NM,SOUTHERN,27468,27793,FAILURE
N,SOUTHERN,100115,96804,FAILURE
NM,MIDWESTERN,31589,31526,FAILURE
NM,MIDWESTERN,39092,40088,FAILURE
SM,WESTERN,3825,3665,FAILURE
SL,MIDWESTERN,338904,354906,ASSISTANCE
NM,SOUTHERN,41684,39419,FAILURE
SL,SOUTHERN,78769,77864,ASSISTANCE
SL,SOUTHERN,131271,124706,ASSISTANCE
N,WESTERN,41829,41634,FAILURE
NM,SOUTHERN,22610,22641,FAILURE
NM,MIDWESTERN,24155,22157,FAILURE
SM,WESTERN,5008,4611,FAILURE
SL,WESTERN,102833,104759,FAILURE
SL,SOUTHERN,134982,149213,FAILURE
N,WESTERN,28334,27744,FAILURE
NM,WESTERN,5257,4977,FAILURE
N,WESTERN,9913,10614,FAILURE
N,SOUTHERN,15522,13503,FAILURE
NM,MIDWESTERN,25963,25440,FAILURE
SL,MIDWESTERN,56847,60316,ASSISTANCE
NM,SOUTHERN,210925,191717,FAILURE
N,SOUTHERN,33112,29998,FAILURE
NM,MIDWESTERN,14718,13596,FAILURE
SL,WESTERN,413015,367829,ASSISTANCE
NM,SOUTHERN,39250,35812,FAILURE
NM,SOUTHERN,12252,11976,FAILURE
SL,SOUTHERN,1960164,1806271,FAILURE
SL,WESTERN,108085,95957,FAILURE
SL,WESTERN,19062,16530,ASSISTANCE
NM,SOUTHERN,80147,71573,FAILURE
NM,SOUTHERN,77432,70599,FAILURE
SM,SOUTHERN,24000,23700,FAILURE
NM,WESTERN,39139,39085,ASSISTANCE
SL,SOUTHERN,21562,21784,ASSISTANCE
SL,MIDWESTERN,334304,314651,ASSISTANCE
SL,MIDWESTERN,434768,475182,ASSISTANCE
N,WESTERN,4367,4055,FAILURE
NM,MIDWESTERN,4676,4921,FAILURE
NM,WESTERN,32769,30475,FAILURE
SL,SOUTHERN,49772,49937,FAILURE
SL,MIDWESTERN,21510,27141,ASSISTANCE
NM,SOUTHERN,9358,9635,FAILURE
NM,MIDWESTERN,22692,22069,FAILURE
N,WESTERN,17588,17465,FAILURE
NM,MIDWESTERN,18891,17590,FAILURE
NM,MIDWESTERN,4830,4728,ASSISTANCE
N,SOUTHERN,179081,183284,FAILURE
NM,MIDWESTERN,27813,26692,FAILURE
SL,WESTERN,42622,41337,FAILURE
SM,WESTERN,4810,4207,FAILURE
NM,MIDWESTERN,11828,11459,FAILURE
NM,SOUTHERN,112668,105402,FAILURE
NM,MIDWESTERN,17197,17162,FAILURE
N,SOUTHERN,47182,44238,FAILURE
SB,OTHER,1033795,738982,ASSISTANCE
NM,MIDWESTERN,53963,53474,FAILURE
N,MIDWESTERN,70213,70580,FAILURE
N,SOUTHERN,23026,22814,FAILURE
NM,SOUTHERN,13340,13225,FAILURE
SL,MIDWESTERN,24999,21433,FAILURE
SL,MIDWESTERN,47585,58893,FAILURE
SM,WESTERN,8054,7346,FAILURE
SM,WESTERN,5950,5015,FAILURE
NM,MIDWESTERN,9134,8673,FAILURE
N,MIDWESTERN,18948,19248,FAILURE
SL,WESTERN,261702,230363,ASSISTANCE
SL,WESTERN,370935,334444,ASSISTANCE
NM,SOUTHERN,41221,38366,FAILURE
NM,SOUTHERN,21445,20248,FAILURE
N,WESTERN,159298,149163,FAILURE
NM,MIDWESTERN,11975,11175,FAILURE
NM,MIDWESTERN,5671,5652,FAILURE
NM,MIDWESTERN,10924,11019,FAILURE
N,WESTERN,69334,63573,FAILURE
SL,WESTERN,76393,85678,ASSISTANCE
N,SOUTHERN,1754157,1301346,FAILURE
NM,MIDWESTERN,17918,16791,FAILURE
SB,MIDWESTERN,691489,645718,ASSISTANCE
N,SOUTHERN,33378,31725,FAILURE
SL,MIDWESTERN,381665,401807,ASSISTANCE
SL,MIDWESTERN,156119,168623,ASSISTANCE
NM,WESTERN,13966,12330,FAILURE
NM,SOUTHERN,9157,8968,FAILURE
NM,MIDWESTERN,47880,42878,FAILURE
N,SOUTHERN,10088,10188,FAILURE
NM,SOUTHERN,5766,4998,FAILURE
NM,MIDWESTERN,40024,36175,FAILURE
N,SOUTHERN,80113,75196,FAILURE
N,MIDWESTERN,45414,46636,FAILURE
NM,SOUTHERN,75430,74262,FAILURE
NM,SOUTHERN,215830,201871,FAILURE
N,SOUTHERN,35455,34624,FAILURE
SL,SOUTHERN,125326,114335,ASSISTANCE
SL,SOUTHERN,14512,15468,ASSISTANCE
SM,WESTERN,5993,5619,FAILURE
NM,MIDWESTERN,11396,10691,FAILURE
SL,WESTERN,17343,37882,FAILURE
SB,OTHER,33961,30021,FAILURE
NM,WESTERN,41470,39228,FAILURE
N,MIDWESTERN,7462,7165,FAILURE
N,SOUTHERN,73170,75727,FAILURE
NM,MIDWESTERN,12020,11237,FAILURE
NM,WESTERN,20357,20210,FAILURE
NM,SOUTHERN,109404,103092,FAILURE
NM,SOUTHERN,137947,136979,FAILURE
SL,WESTERN,84370,78422,FAILURE
N,WESTERN,13454,13112,FAILURE
NM,MIDWESTERN,24189,22073,FAILURE
NM,SOUTHERN,17489,16081,FAILURE
NM,WESTERN,55867,51885,FAILURE
NM,SOUTHERN,182653,154279,FAILURE
NM,MIDWESTERN,7249,6472,FAILURE
N,MIDWESTERN,19323,18365,FAILURE
N,SOUTHERN,7344,6714,FAILURE
SL,MIDWESTERN,57463,60092,ASSISTANCE
N,SOUTHERN,38462,37809,FAILURE
N,SOUTHERN,15541,15062,FAILURE
NM,SOUTHERN,32902,30436,FAILURE
NM,SOUTHERN,78891,72235,FAILURE
SL,WESTERN,210684,180733,FAILURE
NM,MIDWESTERN,9258,8883,ASSISTANCE
SL,WESTERN,155852,166948,FAILURE
SL,WESTERN,271460,295030,ASSISTANCE
SL,MIDWESTERN,80596,73477,ASSISTANCE
N,WESTERN,47721,45728,FAILURE
N,SOUTHERN,31539,31047,FAILURE
NM,MIDWESTERN,10412,10456,FAILURE
N,MIDWESTERN,43038,39806,FAILURE
SL,SOUTHERN,1003281,873609,FAILURE
N,WESTERN,30352,26541,FAILURE
N,MIDWESTERN,8387,8146,FAILURE
SL,WESTERN,590234,489667,ASSISTANCE
NM,WESTERN,27979,24673,FAILURE
NM,MIDWESTERN,16603,17590,FAILURE
SL,WESTERN,583179,550570,FAILURE
NM,MIDWESTERN,6083,5597,FAILURE
NM,SOUTHERN,17008,16307,FAILURE
NM,MIDWESTERN,7154,6644,FAILURE
SL,WESTERN,22341,13877,FAILURE
SL,WESTERN,34456,15545,ASSISTANCE
SL,WESTERN,39642,41214,ASSISTANCE
NM,MIDWESTERN,12847,11746,FAILURE
SL,SOUTHERN,306041,279080,ASSISTANCE
SL,SOUTHERN,664049,601823,ASSISTANCE
NM,MIDWESTERN,17139,16196,FAILURE
NM,MIDWESTERN,6534,6209,FAILURE
N,SOUTHERN,48357,49606,FAILURE
N,MIDWESTERN,21166,20228,FAILURE
N,SOUTHERN,14486,13623,FAILURE
SL,MIDWESTERN,192018,180527,FAILURE
SM,SOUTHERN,22159,21408,FAILURE
N,WESTERN,14020,14260,FAILURE
SL,SOUTHERN,65233,70825,FAILURE
SL,WESTERN,978635,958953,FAILURE
N,SOUTHERN,9911,9608,FAILURE
NM,SOUTHERN,591667,577791,FAILURE
N,MIDWESTERN,17896,18008,FAILURE
SL,WESTERN,81642,83873,FAILURE
SL,MIDWESTERN,12728,13559,ASSISTANCE
NM,WESTERN,101081,99181,FAILURE
SM,MIDWESTERN,20173,19384,FAILURE
N,MIDWESTERN,51966,49408,FAILURE
SL,WESTERN,52115,52223,ASSISTANCE
SL,MIDWESTERN,242394,220643,FAILURE
SM,WESTERN,11698,10893,FAILURE
SM,WESTERN,38492,39601,FAILURE
NM,WESTERN,20489,18905,FAILURE
NM,SOUTHERN,39362,37908,FAILURE
NM,SOUTHERN,41444,36452,FAILURE
SL,WESTERN,51119,49569,FAILURE
NM,SOUTHERN,20725,18897,FAILURE
N,MIDWESTERN,9607,9239,FAILURE
SL,MIDWESTERN,52751,55689,ASSISTANCE
SL,SOUTHERN,367489,341031,ASSISTANCE
SI,NORTHEASTERN,413948,405013,ASSISTANCE
SL,SOUTHERN,841612,815045,ASSISTANCE
SL,SOUTHERN,64709,59940,ASSISTANCE
NM,WESTERN,35813,28772,FAILURE
NM,MIDWESTERN,7736,6603,FAILURE
NM,MIDWESTERN,4376,4281,FAILURE
NM,MIDWESTERN,12474,11321,FAILURE
NM,MIDWESTERN,3324,3180,FAILURE
NM,MIDWESTERN,18366,16809,FAILURE
N,MIDWESTERN,19795,19130,FAILURE
N,WESTERN,32024,30697,FAILURE
